Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,cust_id,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services
0.0,1.0,Female,high school,married,4.0,4.0,4.0,0.0,2.0,1.0,0.0,1.0,3807.58,6.0,1.5,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,6000.0,6000.0,79,Central,Homemaker,1887,1887,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,Female,vocational certificate/ diploma,widow,5.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,514.88,19.0,1.27,1.0,2.0,6.0,1.0,1.0,13.0,1.0,2.0,11895.0,11921.0,55,Central,Unemployed,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,29,Eastern,Corporate Employee,3957,3957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,7997.97,175.0,6.25,1.0,14.0,80.0,1.0,7.0,95.0,1.0,8.0,454546.18,446549.04,55,Central,Corporate Employee,2261,2261,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,11761.07,46.0,1.92,1.0,5.0,8.0,1.0,2.0,38.0,1.0,4.0,89831.8,83884.22,33,Central,Corporate Employee,195,195,0.0,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0,0.0,0.4166666666666667,0.0
0.0,1.0,Female,master's degree,single,4.0,4.0,10.0,0.0,2.0,1.0,0.0,3.0,139542.07,33.0,2.2,1.0,5.0,11.0,1.0,2.0,22.0,1.0,3.0,262717.24,252886.39,35,Central,Corporate Employee,3366,3366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,married,7.0,7.0,1.0,1.0,5.0,1.0,0.0,1.0,10536.13,87.0,3.63,1.0,8.0,25.0,1.0,3.0,62.0,1.0,6.0,66548.0,66988.85,41,Southern,Corporate Employee,2284,2284,0.0,0.0,0.0,0.0,0.0833333333333333,0.5833333333333334,0.3333333333333333,0.0,0.0,0.0
0.0,Unknown,Male,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.64,402.0,16.75,1.0,70.0,182.0,1.0,35.0,220.0,1.0,35.0,122209.44,123209.8,26,Central,Corporate Employee,1804,1804,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,master's degree,married,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,5956.23,74.0,2.64,1.0,7.0,15.0,1.0,2.0,59.0,1.0,5.0,59149.0,55510.05,47,Eastern,Entrepreneur,2938,2938,0.1666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,high school,married - registered,7.0,7.0,4.0,0.0,4.0,1.0,0.0,1.0,17963.89,41.0,2.28,1.0,5.0,9.0,1.0,2.0,32.0,1.0,5.0,53020.0,48192.0,49,Central,Corporate Employee,223,223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,others,divorce,10.0,8.0,3.0,5.0,5.0,1.0,0.0,1.0,2833.67,9.0,2.25,2.0,3.0,3.0,1.0,1.0,6.0,1.0,2.0,111500.0,111127.13,58,Central,Entrepreneur,2025,2025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,23343.37,73.0,2.61,1.0,5.0,12.0,1.0,2.0,61.0,1.0,4.0,149394.5,176907.41,35,Central,Corporate Employee,574,574,0.2727272727272727,0.0,0.1818181818181818,0.3636363636363636,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0
0.0,1.0,Male,bachelor's degree,married,6.0,5.0,3.0,1.0,5.0,1.0,0.0,3.0,3827778.36,62.0,2.48,1.0,7.0,18.0,1.0,3.0,44.0,1.0,5.0,702722.0,612928.48,54,Central,Entrepreneur,1300,1300,0.125,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.0,Unknown,Male,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25,Central,Corporate Employee,419,419,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
0.0,0.0,Male,high school,single,5.0,5.0,2.0,0.0,6.0,0.0,0.0,2.0,1055.37,13.0,1.44,1.0,3.0,6.0,1.0,2.0,7.0,1.0,2.0,17038.0,18240.0,53,Central,Corporate Employee,296,296,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,vocational certificate,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,1638.47,28.0,2.15,1.0,8.0,8.0,1.0,2.0,20.0,1.0,6.0,9735.0,11261.86,63,Central,Corporate Employee,1451,1451,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1.0,2.0,Female,bachelor's degree,married,4.0,3.0,4.0,0.0,3.0,2.0,0.0,2.0,2256954.25,27.0,1.59,1.0,5.0,7.0,1.0,2.0,20.0,1.0,3.0,576682.62,408057.53,52,Northern,Corporate Employee,3454,3454,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,married,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,39,Eastern,Corporate Employee,3532,3532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34,Central,Corporate Employee,1862,1862,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married - registered,6.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0,56374.36,11.0,1.22,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,18000.0,87070.0,60,Central,Corporate Employee,959,959,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
1.0,1.0,Female,less than high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,4000.41,21.0,1.91,1.0,4.0,10.0,1.0,2.0,11.0,1.0,2.0,24300.0,20300.0,56,Northeastern,Freelancer,1175,1175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,high school,married,5.0,5.0,1.0,0.0,5.0,0.0,0.0,1.0,96.78,8.0,1.6,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,37121.6,37163.0,45,Eastern,Corporate Employee,1589,1589,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,married - non registered,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,9742.97,18.0,2.25,1.0,5.0,7.0,1.0,4.0,11.0,1.0,5.0,12068.0,4168.88,42,Central,Entrepreneur,1938,1938,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,1103.89,11.0,1.38,1.0,2.0,3.0,1.0,2.0,8.0,1.0,2.0,4700.0,5120.0,50,Central,Corporate Employee,2102,2102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,323.49,94.0,3.76,1.0,12.0,13.0,1.0,2.0,81.0,1.0,12.0,39520.0,39549.82,30,Central,Corporate Employee,2708,2708,0.0,0.0,0.3636363636363636,0.0909090909090909,0.0,0.0,0.0,0.0,0.5454545454545454,0.0
0.0,0.0,Male,high school,single,5.0,4.0,2.0,0.0,4.0,1.0,0.0,1.0,13858.33,15.0,1.36,1.0,3.0,8.0,1.0,2.0,7.0,1.0,2.0,11700.0,5250.0,38,Central,Entrepreneur,2716,2716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,118.73,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2700.0,2639.14,33,Northeastern,Corporate Employee,3338,3338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.72,165.0,6.88,2.0,24.0,58.0,1.0,8.0,107.0,1.0,16.0,38487.39,38487.0,26,Central,Corporate Employee,3956,3956,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,less than high school,single,3.0,3.0,1.0,0.0,4.0,3.0,0.0,1.0,36066.3,83.0,6.92,1.0,17.0,64.0,1.0,15.0,19.0,1.0,9.0,173455.15,140630.59,33,Central,Corporate Employee,1794,1794,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Northeastern,Corporate Employee,4220,4220,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,vocational certificate/ diploma,divorce,5.0,5.0,3.0,1.0,3.0,1.0,0.0,2.0,372930.51,70.0,2.8,1.0,9.0,26.0,1.0,3.0,44.0,1.0,6.0,881812.0,888026.07,47,Central,Entrepreneur,1455,1455,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,4.0,4.0,4.0,4.0,1.0,1.0,0.0,2.0,9054.99,40.0,2.86,1.0,6.0,25.0,1.0,5.0,15.0,1.0,2.0,168008.09,159165.37,44,Central,Entrepreneur,2504,2504,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
0.0,0.0,Male,others,married - registered,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1032.91,4.0,1.33,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1500.0,1378.75,47,Central,Corporate Employee,2571,2571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,44,Northeastern,Freelancer,2267,2267,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28,Northern,Student,1065,1065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,single,6.0,6.0,6.0,0.0,7.0,1.0,0.0,4.0,4849.09,230.0,7.67,1.0,20.0,35.0,1.0,5.0,195.0,1.0,17.0,1444802.26,1458028.56,32,Central,Student,1570,1570,0.3076923076923077,0.3076923076923077,0.2307692307692307,0.0,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,3500.0,507.0,16.9,1.0,30.0,440.0,1.0,26.0,67.0,1.0,4.0,43530.0,40830.0,27,Northeastern,Corporate Employee,4021,4021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.68,141.0,7.05,1.0,33.0,51.0,1.0,12.0,90.0,1.0,21.0,28598.0,29000.46,21,Central,Corporate Employee,817,817,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,19.38,38.0,2.0,1.0,5.0,9.0,1.0,2.0,29.0,1.0,4.0,38526.0,63765.44,47,Central,Corporate Employee,1500,1500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20,Northern,Student,3997,3997,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,727.02,218.0,8.38,2.0,21.0,82.0,1.0,14.0,136.0,1.0,10.0,161924.0,161704.02,28,Eastern,Corporate Employee,3365,3365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,5.0,5.0,4.0,0.0,4.0,1.0,0.0,1.0,13001.57,162.0,5.59,1.0,29.0,82.0,1.0,14.0,80.0,1.0,15.0,217562.0,204737.63,31,Eastern,Student,2715,2715,0.0,0.0833333333333333,0.4722222222222222,0.3888888888888889,0.0,0.0555555555555555,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married,9.0,7.0,11.0,0.0,12.0,1.0,0.0,5.0,3019156.32,95.0,3.52,1.0,11.0,10.0,1.0,2.0,85.0,1.0,11.0,892916.22,731420.27,49,Central,Corporate Employee,4336,4336,0.125,0.625,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,7.0,7.0,3.0,0.0,5.0,1.0,0.0,1.0,14438.51,28.0,1.4,1.0,5.0,4.0,1.0,2.0,24.0,1.0,3.0,58758.5,54860.9,56,Central,Corporate Employee,555,555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,33,Northeastern,Homemaker,3489,3489,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,vocational certificate/ diploma,single,5.0,5.0,1.0,3.0,4.0,0.0,0.0,1.0,1226.2,259.0,8.63,1.0,18.0,78.0,1.0,7.0,181.0,1.0,15.0,36368.75,35125.09,43,Northern,Corporate Employee,3335,3335,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,4.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,19009.16,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0,1000.0,49,Eastern,Professional,3337,3337,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,married - registered,7.0,7.0,3.0,2.0,5.0,1.0,1.0,1.0,5000.0,9.0,1.8,1.0,3.0,4.0,1.0,1.0,5.0,1.0,2.0,14300.0,9300.0,48,Central,Entrepreneur,3706,3706,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.0,1.0,Female,bachelor's degree,single,3.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,84377.48,95.0,4.32,1.0,16.0,27.0,1.0,8.0,68.0,1.0,11.0,702675.21,698984.98,37,Central,Corporate Employee,3616,3616,0.2941176470588235,0.1176470588235294,0.3529411764705882,0.0,0.0,0.0,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0
0.0,0.0,Female,bachelor's degree,single,7.0,7.0,4.0,2.0,6.0,1.0,0.0,3.0,933.71,118.0,3.93,1.0,10.0,44.0,1.0,4.0,74.0,1.0,7.0,124016.05,126363.96,27,Central,Corporate Employee,867,867,0.3,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.0,0.0
0.0,0.0,Male,less than high school,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,238.22,8.0,2.0,1.0,5.0,2.0,1.0,1.0,6.0,1.0,4.0,24276.34,24150.0,24,Eastern,Corporate Employee,753,753,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,married - registered,8.0,5.0,7.0,3.0,2.0,1.0,0.0,2.0,0.0,11.0,3.67,1.0,6.0,5.0,1.0,2.0,6.0,2.0,4.0,19042.34,19042.34,46,Central,Corporate Employee,3453,3453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,Unknown,Female,Unknown,single,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,20.89,4.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,20120.0,20099.28,23,Northeastern,Student,2403,2403,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,less than high school,single,4.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,11455.15,257.0,8.57,4.0,16.0,246.0,3.0,15.0,11.0,1.0,2.0,30445.0,20322.23,46,Central,Entrepreneur,3329,3329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married,3.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,409.34,39.0,1.86,1.0,4.0,23.0,1.0,3.0,16.0,1.0,3.0,18900.0,18582.18,37,Central,Professional,3715,3715,0.0,0.0,0.1428571428571428,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
0.0,3.0,Male,master's degree,married,10.0,7.0,11.0,2.0,3.0,0.0,0.0,1.0,119537.19,46.0,2.3,1.0,7.0,2.0,1.0,1.0,44.0,1.0,7.0,105835.2,135381.96,75,Central,Freelancer,1635,1635,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
0.0,0.0,Male,less than high school,married,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,800.34,42.0,3.0,1.0,7.0,8.0,1.0,2.0,34.0,1.0,6.0,27772.0,27727.0,42,Northeastern,Entrepreneur,1403,1403,0.1666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,single,5.0,5.0,2.0,1.0,5.0,1.0,0.0,2.0,594423.14,210.0,8.08,1.0,32.0,115.0,1.0,21.0,95.0,1.0,11.0,679290.0,748181.0,55,Central,Entrepreneur,347,347,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,others,7.0,6.0,6.0,0.0,3.0,1.0,0.0,1.0,11.46,20.0,1.82,1.0,3.0,8.0,1.0,3.0,12.0,1.0,3.0,9373.56,10414.14,22,Southern,Student,4029,4029,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,0.0,0.0
0.0,0.0,Male,high school,divorce,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,500.37,241.0,12.05,4.0,28.0,49.0,1.0,6.0,192.0,4.0,22.0,56151.22,57459.52,49,Northeastern,Corporate Employee,4284,4284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,Female,bachelor's degree,married - registered,8.0,7.0,3.0,4.0,4.0,1.0,0.0,1.0,140087.77,62.0,2.7,1.0,6.0,15.0,1.0,3.0,47.0,1.0,6.0,1926511.0,2320247.69,45,Northeastern,Entrepreneur,3127,3127,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2
0.0,1.0,Female,high school,married - registered,4.0,3.0,4.0,0.0,4.0,2.0,0.0,4.0,3009.25,37.0,2.47,1.0,6.0,18.0,1.0,3.0,19.0,1.0,3.0,22491.0,22484.84,36,Central,Professional,2239,2239,0.0,0.25,0.625,0.125,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,66389.67,43.0,2.26,1.0,6.0,16.0,1.0,3.0,27.0,1.0,3.0,74209.0,82303.44,28,Eastern,Student,1258,1258,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,963.58,125.0,4.46,1.0,8.0,35.0,1.0,4.0,90.0,1.0,7.0,179200.0,200876.92,34,Central,Freelancer,3675,3675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,single,9.0,7.0,16.0,3.0,3.0,1.0,0.0,6.0,332269.72,75.0,2.88,1.0,10.0,21.0,1.0,3.0,54.0,1.0,10.0,1717127.21,2025891.85,42,Central,Entrepreneur,605,605,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married - registered,6.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,77566.91,168.0,5.6,1.0,35.0,110.0,1.0,32.0,58.0,1.0,11.0,337418.0,282419.0,52,Central,Corporate Employee,26,26,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,single,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,28540.37,62.0,2.7,1.0,6.0,7.0,1.0,2.0,55.0,1.0,5.0,40786.0,27900.0,36,Central,Professional,659,659,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.92,14.0,2.8,1.0,9.0,2.0,1.0,1.0,12.0,1.0,8.0,89637.94,89644.0,44,Southern,Corporate Employee,174,174,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,single,5.0,5.0,4.0,0.0,3.0,1.0,0.0,1.0,2242.2,16.0,1.78,1.0,4.0,2.0,1.0,1.0,14.0,1.0,3.0,20000.0,19546.25,27,Central,Unemployed,3228,3228,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
0.0,1.0,Male,bachelor's degree,married,4.0,4.0,1.0,0.0,5.0,0.0,0.0,1.0,6155.17,24.0,1.71,1.0,5.0,10.0,1.0,1.0,14.0,1.0,4.0,42162.0,36107.0,48,Central,Corporate Employee,1089,1089,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,2953.08,39.0,2.44,1.0,6.0,11.0,1.0,2.0,28.0,1.0,5.0,20120.0,17253.8,41,Northeastern,Corporate Employee,480,480,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,bachelor's degree,single,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25,Western,Corporate Employee,728,728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,others,married - registered,8.0,7.0,4.0,2.0,4.0,0.0,0.0,1.0,94.91,21.0,1.91,1.0,4.0,8.0,1.0,2.0,13.0,1.0,3.0,23150.0,25643.09,37,Eastern,Corporate Employee,2012,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,master's degree,single,7.0,6.0,2.0,2.0,3.0,1.0,0.0,2.0,148434.95,15.0,1.25,1.0,2.0,7.0,1.0,1.0,8.0,1.0,2.0,136427.24,23547.24,39,Northern,Entrepreneur,1188,1188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,less than high school,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,31422.9,25.0,1.92,1.0,4.0,6.0,1.0,1.0,19.0,1.0,4.0,74200.0,43790.97,51,Northeastern,Corporate Employee,2250,2250,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,single,4.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,827.61,16.0,1.45,1.0,2.0,4.0,1.0,1.0,12.0,1.0,2.0,3600.0,2773.43,27,Central,Student,4182,4182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,married - registered,6.0,5.0,4.0,2.0,3.0,1.0,0.0,2.0,14994.53,13.0,1.86,1.0,4.0,4.0,1.0,3.0,9.0,1.0,3.0,512632.0,859526.79,44,Central,Entrepreneur,1573,1573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,single,4.0,4.0,4.0,0.0,2.0,1.0,0.0,1.0,602.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Eastern,Corporate Employee,2773,2773,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,Female,less than high school,separate,4.0,4.0,1.0,0.0,5.0,0.0,0.0,1.0,3421.97,28.0,2.0,1.0,6.0,3.0,1.0,1.0,25.0,1.0,5.0,144507.25,162056.01,48,Southern,Corporate Employee,3505,3505,0.125,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
