Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,cust_id,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services
0.0,0.0,Female,less than high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.43,501.0,17.89,1.0,30.0,417.0,1.0,26.0,84.0,1.0,5.0,54200.0,54590.0,34,Central,Corporate Employee,401,401,0.0,0.9090909090909092,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,others,single,5.0,5.0,4.0,2.0,1.0,2.0,0.0,1.0,400.87,17.0,2.43,1.0,5.0,4.0,1.0,2.0,13.0,1.0,3.0,38639.33,38239.17,33,Central,Corporate Employee,3858,3858,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1.0,Unknown,Female,less than high school,married,6.0,6.0,1.0,0.0,5.0,1.0,0.0,1.0,5816.76,14.0,1.27,1.0,2.0,3.0,1.0,1.0,11.0,1.0,2.0,5845.25,15539.26,57,Central,Corporate Employee,3995,3995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,44,Northern,Corporate Employee,4172,4172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,doctorate's degree,single,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,186899.26,10.0,1.25,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,169.86,277748.59,50,Central,Corporate Employee,2514,2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,Male,vocational certificate,married,6.0,6.0,6.0,0.0,3.0,1.0,0.0,2.0,9508.33,161.0,5.37,1.0,14.0,27.0,1.0,4.0,134.0,1.0,12.0,127037.27,138248.98,33,Northeastern,Entrepreneur,1224,1224,0.0,0.1818181818181818,0.2727272727272727,0.0909090909090909,0.2727272727272727,0.0,0.1818181818181818,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,single,8.0,7.0,4.0,3.0,3.0,1.0,0.0,1.0,4079.71,113.0,3.65,1.0,17.0,9.0,1.0,2.0,104.0,1.0,17.0,337200.0,348394.38,54,Central,Corporate Employee,2422,2422,0.125,0.375,0.1875,0.125,0.0,0.0,0.0,0.0625,0.0,0.125
0.0,0.0,Male,high school,married - registered,7.0,7.0,5.0,1.0,5.0,0.0,0.0,2.0,49513.46,88.0,3.26,1.0,13.0,25.0,1.0,5.0,63.0,1.0,8.0,107247.52,120746.0,31,Northern,Corporate Employee,1509,1509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,3.0,2.0,4.0,1.0,0.0,2.0,1031.03,145.0,5.0,1.0,13.0,34.0,1.0,5.0,111.0,1.0,11.0,148871.57,187857.33,32,Central,Corporate Employee,3783,3783,0.4285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,Female,vocational certificate/ diploma,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,5996.15,8.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,5700.0,6260.0,72,Northern,Entrepreneur,216,216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,divorce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34,Central,Corporate Employee,3870,3870,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,3.0,0.0,1.0,847.79,95.0,3.65,1.0,10.0,34.0,1.0,5.0,61.0,1.0,6.0,31770.0,31785.7,28,Northeastern,Entrepreneur,1521,1521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,230.64,11.0,2.75,1.0,6.0,5.0,1.0,2.0,6.0,1.0,4.0,3680.0,3450.02,26,Central,Corporate Employee,4158,4158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,others,married - registered,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,302.83,197.0,6.35,1.0,14.0,80.0,1.0,6.0,117.0,1.0,10.0,26313.0,26810.4,45,Central,Entrepreneur,2323,2323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,6.0,6.0,2.0,0.0,5.0,1.0,0.0,1.0,165400.64,56.0,2.24,1.0,6.0,47.0,1.0,5.0,9.0,1.0,2.0,208626.0,110208.5,52,Central,Entrepreneur,3298,3298,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0
0.0,1.0,Female,vocational certificate/ diploma,married - registered,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2593.61,101.0,3.74,1.0,8.0,18.0,1.0,3.0,83.0,1.0,8.0,142328.0,148182.94,43,Northern,Freelancer,3234,3234,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,871.69,119.0,4.58,1.0,11.0,49.0,1.0,7.0,70.0,1.0,4.0,23738.2,22891.79,27,Central,Student,3519,3519,0.0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,4.0,4.0,3.0,0.0,3.0,0.0,0.0,2.0,60754.44,21.0,1.62,1.0,3.0,4.0,1.0,2.0,17.0,1.0,2.0,6700.0,7293.5,24,Central,Student,3129,3129,0.0,0.0,0.5555555555555556,0.3888888888888889,0.0,0.0,0.0555555555555555,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,41,Eastern,Freelancer,3450,3450,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,others,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,0.4,3.0,1.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50.0,321.0,24,Northern,Student,4210,4210,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2878.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,360.0,0.0,43,Central,Corporate Employee,3966,3966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,2406.84,42.0,1.91,1.0,5.0,9.0,1.0,1.0,33.0,1.0,4.0,9072.0,10592.0,22,Central,Student,3218,3218,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,single,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,87.0,3.78,2.0,5.0,43.0,1.0,3.0,44.0,1.0,3.0,644458.0,644459.21,32,Central,Entrepreneur,2121,2121,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,55363.4,198.0,6.6,1.0,30.0,60.0,1.0,16.0,138.0,1.0,29.0,563382.43,631130.87,30,Central,Corporate Employee,3943,3943,0.9166666666666666,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,26724.32,85.0,2.83,1.0,7.0,13.0,1.0,2.0,72.0,1.0,5.0,68978.25,61494.06,32,Northeastern,Corporate Employee,2249,2249,0.0,0.0,0.3076923076923077,0.0384615384615384,0.0,0.0769230769230769,0.0769230769230769,0.0,0.5,0.0
0.0,1.0,Female,bachelor's degree,married - registered,9.0,9.0,5.0,3.0,4.0,1.0,0.0,1.0,15510.08,27.0,1.8,1.0,5.0,6.0,1.0,2.0,21.0,1.0,4.0,81500.0,82087.58,55,Central,Corporate Employee,3275,3275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,others,married,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,87.61,6.0,1.5,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,18245.0,18200.0,43,Western,Corporate Employee,3727,3727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,less than high school,married,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,161.59,27.0,1.93,1.0,7.0,11.0,1.0,3.0,16.0,1.0,4.0,364960.0,364831.75,39,Central,Entrepreneur,3759,3759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,Male,bachelor's degree,married,5.0,5.0,2.0,0.0,7.0,0.0,0.0,2.0,137719.0,51.0,2.22,1.0,7.0,14.0,1.0,2.0,37.0,1.0,7.0,556353.02,670283.23,56,Eastern,Corporate Employee,3187,3187,0.1666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,married - registered,4.0,4.0,1.0,6.0,3.0,1.0,0.0,1.0,1817.91,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3568.93,63,Northeastern,Homemaker,3847,3847,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28,Southern,Freelancer,406,406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,Male,bachelor's degree,married,5.0,5.0,2.0,0.0,5.0,1.0,0.0,1.0,4136.86,85.0,2.93,1.0,7.0,22.0,1.0,2.0,63.0,1.0,6.0,25525.0,80059.11,59,Central,Corporate Employee,2712,2712,0.0,0.25,0.4166666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0
0.0,1.0,Female,bachelor's degree,single,6.0,6.0,4.0,1.0,9.0,2.0,0.0,4.0,13526.94,119.0,4.1,1.0,15.0,18.0,1.0,3.0,101.0,1.0,14.0,65750.65,68320.0,29,Northern,Unemployed,2671,2671,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,married,5.0,5.0,1.0,1.0,4.0,1.0,0.0,1.0,2081.02,47.0,2.24,1.0,5.0,14.0,1.0,2.0,33.0,1.0,4.0,68325.3,82259.93,37,Central,Corporate Employee,3665,3665,0.0833333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.0
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,7950.27,58.0,2.32,1.0,8.0,14.0,1.0,2.0,44.0,1.0,7.0,36470.0,32011.64,47,Central,Corporate Employee,2855,2855,0.0,0.0,0.1333333333333333,0.4,0.1333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
0.0,0.0,Female,others,single,7.0,6.0,5.0,1.0,4.0,1.0,0.0,2.0,5801.43,13.0,2.17,1.0,3.0,2.0,1.0,1.0,11.0,1.0,3.0,27698.74,26448.0,46,Northeastern,Corporate Employee,187,187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,single,7.0,7.0,2.0,1.0,6.0,0.0,0.0,2.0,44425.59,115.0,3.71,2.0,7.0,63.0,1.0,4.0,52.0,1.0,4.0,92215.33,80945.18,45,Central,Professional,2059,2059,0.0192307692307692,0.0384615384615384,0.5961538461538461,0.3461538461538461,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,0.71,17.0,1.7,1.0,4.0,9.0,1.0,3.0,8.0,1.0,1.0,1675.0,1677.0,22,Southern,Student,3239,3239,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,single,5.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.89,58.0,3.63,1.0,11.0,14.0,1.0,2.0,44.0,1.0,9.0,13160.0,13306.98,28,Central,Corporate Employee,3149,3149,0.1578947368421052,0.0,0.4210526315789473,0.4210526315789473,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,married,4.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,138.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,7770.0,7754.5,53,Northern,Corporate Employee,2867,2867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,master's degree,married,10.0,9.0,5.0,4.0,8.0,1.0,0.0,4.0,2500046.07,21.0,1.91,1.0,4.0,14.0,1.0,3.0,7.0,1.0,2.0,71350.0,72700.0,58,Central,Entrepreneur,1846,1846,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
0.0,1.0,Female,others,single,8.0,8.0,2.0,2.0,4.0,0.0,0.0,2.0,69791.13,71.0,2.73,1.0,6.0,15.0,1.0,2.0,56.0,1.0,5.0,89266.66,167351.56,36,Southern,Corporate Employee,702,702,0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.3,0.1,0.0
0.0,0.0,Female,less than high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,87.27,20.0,2.5,1.0,4.0,4.0,1.0,1.0,16.0,1.0,4.0,17316.43,17240.0,24,Western,Corporate Employee,3222,3222,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,4.0,4.0,4.0,0.0,3.0,1.0,0.0,1.0,11.15,98.0,4.08,1.0,13.0,28.0,1.0,9.0,70.0,1.0,8.0,48107.16,53358.0,25,Central,Corporate Employee,610,610,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,5.0,5.0,6.0,0.0,2.0,1.0,0.0,2.0,0.76,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4,31,Central,Freelancer,168,168,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,single,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,183.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Southern,Student,3054,3054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,bachelor's degree,married,17.0,12.0,34.0,5.0,10.0,2.0,0.0,17.0,164780.0,109.0,3.89,1.0,17.0,31.0,1.0,4.0,78.0,1.0,13.0,1414111.47,1417818.22,52,Central,Corporate Employee,1402,1402,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,single,4.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,80017.96,24.0,2.0,1.0,6.0,11.0,1.0,3.0,13.0,1.0,3.0,83450.0,3492.0,29,Central,Unemployed,3626,3626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,9.0,8.0,6.0,5.0,3.0,1.0,0.0,3.0,17942.15,93.0,4.04,1.0,15.0,24.0,1.0,7.0,69.0,1.0,9.0,50606.75,56847.9,30,Central,Corporate Employee,2176,2176,0.037037037037037,0.1481481481481481,0.7037037037037037,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,5.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,60.22,11.0,5.5,5.0,6.0,2.0,1.0,1.0,9.0,4.0,5.0,10058.87,10039.44,32,Central,Corporate Employee,442,442,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,Male,master's degree,married,8.0,7.0,4.0,3.0,6.0,0.0,0.0,2.0,23149.91,66.0,3.0,1.0,11.0,13.0,1.0,2.0,53.0,1.0,9.0,1549380.83,1638494.2,51,Northeastern,Corporate Employee,1302,1302,0.1818181818181818,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0909090909090909,0.0
0.0,0.0,Male,bachelor's degree,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.73,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,31,Central,Freelancer,521,521,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,vocational certificate/ diploma,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,39,Northeastern,Corporate Employee,2574,2574,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2
0.0,1.0,Female,bachelor's degree,married,13.0,11.0,11.0,4.0,8.0,2.0,0.0,4.0,2374.38,178.0,5.93,1.0,43.0,49.0,1.0,8.0,129.0,1.0,35.0,416737.85,414845.16,40,Central,Corporate Employee,2769,2769,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,11772.65,232.0,7.48,2.0,22.0,136.0,1.0,19.0,96.0,1.0,8.0,128423.0,133996.43,26,Western,Corporate Employee,736,736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,master's degree,single,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,65,Central,Professional,4090,4090,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
0.0,0.0,Female,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,35,Central,Freelancer,2762,2762,0.0,0.0,0.7333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0666666666666666
0.0,0.0,Female,bachelor's degree,single,9.0,9.0,13.0,5.0,5.0,3.0,0.0,7.0,60069.86,123.0,5.59,1.0,32.0,34.0,1.0,12.0,89.0,1.0,20.0,103844.41,94644.77,32,Central,Corporate Employee,1304,1304,0.8571428571428571,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,4548.92,55.0,2.39,1.0,5.0,11.0,1.0,2.0,44.0,1.0,5.0,31349.0,47997.93,25,Central,Corporate Employee,1388,1388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,500.68,45.0,2.14,1.0,5.0,15.0,1.0,3.0,30.0,1.0,3.0,51036.0,57991.0,32,Central,Corporate Employee,4076,4076,0.2727272727272727,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.0,0.1818181818181818,0.0,0.0,0.0,0.0
0.0,4.0,Female,bachelor's degree,single,5.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,117.34,11.0,2.2,1.0,4.0,6.0,1.0,2.0,5.0,1.0,2.0,14324.07,14514.07,50,Northeastern,Corporate Employee,3683,3683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,single,5.0,4.0,4.0,1.0,6.0,0.0,0.0,4.0,886358.3,55.0,2.29,1.0,10.0,49.0,1.0,10.0,6.0,1.0,3.0,167128.0,133860.0,62,Central,Unemployed,2309,2309,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,others,5.0,5.0,2.0,0.0,4.0,1.0,0.0,1.0,334942.89,39.0,1.95,1.0,6.0,7.0,1.0,2.0,32.0,1.0,4.0,121702.08,93015.06,51,Central,Professional,3663,3663,0.0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.0
0.0,0.0,Female,high school,married - registered,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,329.9,73.0,3.32,1.0,8.0,16.0,1.0,2.0,57.0,1.0,7.0,13110.0,14704.08,36,Central,Corporate Employee,707,707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,Male,high school,married - registered,7.0,6.0,3.0,2.0,3.0,1.0,0.0,1.0,35085.45,93.0,3.21,1.0,9.0,64.0,1.0,6.0,29.0,1.0,6.0,294160.0,283135.0,57,Central,Entrepreneur,746,746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,vocational certificate,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,8581.3,127.0,4.23,1.0,13.0,14.0,1.0,2.0,113.0,1.0,13.0,80110.19,72222.28,24,Central,Freelancer,1940,1940,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,1.0,1.0,5.0,1.0,0.0,1.0,547.09,178.0,5.74,1.0,12.0,19.0,1.0,2.0,159.0,1.0,10.0,47031.82,84066.55,50,Eastern,Corporate Employee,3567,3567,0.375,0.125,0.2916666666666667,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,51,Northeastern,Corporate Employee,3022,3022,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,52,Southern,Freelancer,82,82,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married,3.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,602432.02,15.0,1.15,1.0,2.0,2.0,1.0,1.0,13.0,1.0,2.0,37320.72,43713.73,72,Central,Other,4326,4326,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,75.18,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5327.23,5300.0,40,Central,Corporate Employee,915,915,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,36,Central,Student,2199,2199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,others,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,4003.78,21.0,1.5,1.0,4.0,4.0,1.0,1.0,17.0,1.0,3.0,11100.0,10153.81,51,Central,Corporate Employee,775,775,0.0,0.75,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,single,4.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,24000.0,20.0,1.82,1.0,4.0,9.0,1.0,2.0,11.0,1.0,2.0,6065.0,9065.0,24,Central,Student,330,330,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,4.0,4.0,2.0,0.0,3.0,2.0,1.0,2.0,579.92,181.0,6.46,1.0,23.0,97.0,1.0,18.0,84.0,1.0,8.0,492341.0,493792.91,30,Northeastern,Corporate Employee,944,944,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,11.17,46.0,1.92,1.0,4.0,9.0,1.0,2.0,37.0,1.0,4.0,15190.0,21887.43,45,Central,Freelancer,165,165,0.0,0.75,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,single,8.0,7.0,4.0,4.0,5.0,1.0,0.0,1.0,631362.42,44.0,1.91,1.0,6.0,7.0,1.0,1.0,37.0,1.0,6.0,306703.28,153823.0,34,Central,Corporate Employee,452,452,0.0,0.2857142857142857,0.0,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.0,0.0,0.0,0.0
0.0,0.0,Male,high school,single,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.22,30.0,2.14,1.0,4.0,8.0,1.0,2.0,22.0,1.0,4.0,1600.0,2101.0,26,Northeastern,Corporate Employee,3827,3827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,312.32,179.0,5.77,1.0,20.0,66.0,1.0,8.0,113.0,1.0,12.0,116818.0,116511.55,35,Western,Corporate Employee,3840,3840,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,1244.14,71.0,2.45,1.0,7.0,3.0,1.0,1.0,68.0,1.0,6.0,2644.09,12733.0,31,Northern,Student,328,328,0.0,0.0,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
